repo,sha,date,week,month,weekday,message,type,scope
cisco,97841ee,2026-02-23,2026-W08,2026-02,Monday,Ajustado nomes de pastas que estavam erradas,outro,geral
cisco,b263161,2026-02-08,2026-W05,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,eb338dc,2026-02-08,2026-W05,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,59321dd,2026-02-08,2026-W05,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,561f161,2026-02-07,2026-W05,2026-02,Saturday,Alterado o Readme.md,outro,geral
cisco,38ce9f8,2026-02-07,2026-W05,2026-02,Saturday,Alterado o Readme.md,outro,geral
cisco,bce7541,2026-02-07,2026-W05,2026-02,Saturday,Alterado o Readme.md,outro,geral
cisco,2bc239a,2026-02-07,2026-W05,2026-02,Saturday,Alterado o Readme.md,outro,geral
cisco,626d9ad,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,4f122a2,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,257ffec,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,8e912f5,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,fd6e685,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,f082d38,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,ac8ce04,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,1c11006,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,84ece8c,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,f31cc08,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,3d9b6df,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,1d018ac,2026-02-04,2026-W05,2026-02,Wednesday,Alterado o Readme.md,outro,geral
cisco,baf0a38,2026-02-01,2026-W04,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,e85ccd7,2026-02-01,2026-W04,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,28ab616,2026-02-01,2026-W04,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,618521d,2026-02-01,2026-W04,2026-02,Sunday,Alterado o Readme.md,outro,geral
cisco,a7c1772,2026-01-29,2026-W04,2026-01,Thursday,Alterado o Readme.md,outro,geral
cisco,ca6a5ae,2026-01-29,2026-W04,2026-01,Thursday,Alterado o Readme.md,outro,geral
cisco,0226bc6,2026-01-26,2026-W04,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,d9c6d10,2026-01-26,2026-W04,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,3683f12,2026-01-26,2026-W04,2026-01,Monday,Adicionado a pasta 12,outro,geral
cisco,3ad84cf,2026-01-20,2026-W03,2026-01,Tuesday,Adicionado a pasta 12,outro,geral
cisco,caee9c4,2026-01-17,2026-W02,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,a4098ee,2026-01-17,2026-W02,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,3d5ee3c,2026-01-17,2026-W02,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,3255b06,2026-01-17,2026-W02,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,c99ecf6,2026-01-17,2026-W02,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,5e61080,2026-01-16,2026-W02,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,90f3da3,2026-01-15,2026-W02,2026-01,Thursday,Alterado o Readme.md,outro,geral
cisco,475ff4c,2026-01-15,2026-W02,2026-01,Thursday,Alterado o Readme.md,outro,geral
cisco,b42add8,2026-01-12,2026-W02,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,43e5e56,2026-01-12,2026-W02,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,25a5d8c,2026-01-11,2026-W01,2026-01,Sunday,Alterado o Readme.md,outro,geral
cisco,dea3f66,2026-01-10,2026-W01,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,deaa79d,2026-01-10,2026-W01,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,e8a3b4b,2026-01-10,2026-W01,2026-01,Saturday,Alterado o Readme.md,outro,geral
cisco,73c0203,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,7d68044,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,4158659,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,c7c5bea,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,2cddf73,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,6f14492,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,1c2552f,2026-01-09,2026-W01,2026-01,Friday,Alterado o Readme.md,outro,geral
cisco,d0aa158,2026-01-08,2026-W01,2026-01,Thursday,Alterado o Readme.md,outro,geral
cisco,756a4fc,2026-01-06,2026-W01,2026-01,Tuesday,Alterado o Readme.md,outro,geral
cisco,2c6b40b,2026-01-06,2026-W01,2026-01,Tuesday,Alterado o Readme.md,outro,geral
cisco,ec03a61,2026-01-06,2026-W01,2026-01,Tuesday,Alterado o Readme.md,outro,geral
cisco,86d513b,2026-01-06,2026-W01,2026-01,Tuesday,Alterado o Readme.md,outro,geral
cisco,574b4b4,2026-01-06,2026-W01,2026-01,Tuesday,Alterado o Readme.md,outro,geral
cisco,bf3f86c,2026-01-05,2026-W01,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,981e936,2026-01-05,2026-W01,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,6057e43,2026-01-05,2026-W01,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,1fb150b,2026-01-05,2026-W01,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,6f3a794,2026-01-05,2026-W01,2026-01,Monday,Alterado o Readme.md,outro,geral
cisco,f27ca73,2026-01-05,2026-W01,2026-01,Monday,Ajustado numeração de pasta de 12 para 11,outro,geral
cisco,688d22e,2025-12-31,2025-W52,2025-12,Wednesday,Adicionado a Pasta 12 - MSDP (Multicast Source Discovery Protocol - Ultimo do ano de 2026,outro,geral
cisco,3ae65bd,2025-12-31,2025-W52,2025-12,Wednesday,Alterado o Readme.md,outro,geral
cisco,c1e97db,2025-12-30,2025-W52,2025-12,Tuesday,Alterado o Readme.md,outro,geral
cisco,e6ab7bc,2025-12-29,2025-W52,2025-12,Monday,Alterado o Readme.md,outro,geral
cisco,6afc1ea,2025-12-29,2025-W52,2025-12,Monday,Alterado o Readme.md,outro,geral
cisco,461da72,2025-12-28,2025-W51,2025-12,Sunday,Alterado o Readme.md,outro,geral
cisco,4ec57bc,2025-12-28,2025-W51,2025-12,Sunday,Alterado o Readme.md,outro,geral
cisco,722dd8d,2025-12-27,2025-W51,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,6d08dc3,2025-12-27,2025-W51,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,276f82c,2025-12-27,2025-W51,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,11cda20,2025-12-27,2025-W51,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,741ade0,2025-12-27,2025-W51,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,11b889b,2025-12-27,2025-W51,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,55f739f,2025-12-26,2025-W51,2025-12,Friday,Alterado o Readme.md,outro,geral
cisco,cc63c90,2025-12-26,2025-W51,2025-12,Friday,Alterado o Readme.md,outro,geral
cisco,87af7a4,2025-12-26,2025-W51,2025-12,Friday,Alterado o Readme.md,outro,geral
cisco,e7d989c,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,fec5e3f,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,6fa950a,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,e206474,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,76c37dc,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,93b544e,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,d477017,2025-12-25,2025-W51,2025-12,Thursday,Alterado o Readme.md,outro,geral
cisco,5e93438,2025-12-23,2025-W51,2025-12,Tuesday,Alterado o Readme.md,outro,geral
cisco,a1b9733,2025-12-22,2025-W51,2025-12,Monday,Alterado o Readme.md,outro,geral
cisco,f41550c,2025-12-22,2025-W51,2025-12,Monday,Alterado o Readme.md,outro,geral
cisco,d237752,2025-12-22,2025-W51,2025-12,Monday,Alterado o Readme.md,outro,geral
cisco,10dc7ff,2025-12-22,2025-W51,2025-12,Monday,Alterado o Readme.md,outro,geral
cisco,2101b21,2025-12-21,2025-W50,2025-12,Sunday,Alterado o Readme.md,outro,geral
cisco,1e36cb7,2025-12-21,2025-W50,2025-12,Sunday,Alterado o Readme.md,outro,geral
cisco,0c4f36d,2025-12-21,2025-W50,2025-12,Sunday,Alterado o Readme.md,outro,geral
cisco,64124d4,2025-12-20,2025-W50,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,b2753b3,2025-12-20,2025-W50,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,41b0b9c,2025-12-20,2025-W50,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,d41a6cf,2025-12-20,2025-W50,2025-12,Saturday,Alterado o Readme.md,outro,geral
cisco,6d5b12d,2025-12-20,2025-W50,2025-12,Saturday,Alterado o Readme.md - Ajustado o trecho de intrdução,outro,geral
cisco,034330e,2025-12-20,2025-W50,2025-12,Saturday,Alterado o Readme.md - Ajustado o trecho de intrdução,outro,geral
cisco,9b533e4,2025-12-20,2025-W50,2025-12,Saturday,Adiconado a pasta  10 - Exemplo Pratico -PIM Biderecional Multicast,outro,geral
cisco,e9e5093,2025-12-20,2025-W50,2025-12,Saturday,Apagado imagens das pastas Apagar deas pastas 08 e 09,outro,geral
cisco,01dcf23,2025-11-19,2025-W46,2025-11,Wednesday,Alterado o Readme.md,outro,geral
cisco,c834123,2025-11-19,2025-W46,2025-11,Wednesday,Alterado o Readme.md,outro,geral
cisco,eb7cd37,2025-11-18,2025-W46,2025-11,Tuesday,Alterado o Readme.md,outro,geral
cisco,38c4629,2025-11-18,2025-W46,2025-11,Tuesday,Alterado o Readme.md,outro,geral
cisco,eb530bf,2025-11-15,2025-W45,2025-11,Saturday,Alterado o Readme.md,outro,geral
cisco,70bfbd5,2025-11-15,2025-W45,2025-11,Saturday,Alterado o Readme.md,outro,geral
cisco,d2591e5,2025-11-14,2025-W45,2025-11,Friday,Alterado o Readme.md,outro,geral
cisco,ad7eadc,2025-11-14,2025-W45,2025-11,Friday,Alterado o Readme.md,outro,geral
cisco,baedf9c,2025-11-14,2025-W45,2025-11,Friday,Alterado o Readme.md,outro,geral
cisco,3cdf7d3,2025-11-14,2025-W45,2025-11,Friday,Alterado o Readme.md,outro,geral
cisco,9282b39,2025-11-14,2025-W45,2025-11,Friday,Alterado o Readme.md,outro,geral
cisco,b59e6a7,2025-11-14,2025-W45,2025-11,Friday,Alterado o Readme.md,outro,geral
cisco,f12bd30,2025-11-13,2025-W45,2025-11,Thursday,Alterado o Readme.md,outro,geral
cisco,f86e47c,2025-11-13,2025-W45,2025-11,Thursday,Alterado o Readme.md,outro,geral
cisco,bd97bd2,2025-11-12,2025-W45,2025-11,Wednesday,Adicionado a pasta  09 - Exemplo Pratico -SSM (Source-Specific Multicast) e IGMP v3,outro,source-specific multicast
cisco,b93faf0,2025-11-12,2025-W45,2025-11,Wednesday,Adicionado a pasta  09 - Exemplo Pratico -SSM (Source-Specific Multicast) e IGMP v3,outro,source-specific multicast
cisco,fcae1a2,2025-11-11,2025-W45,2025-11,Tuesday,Ajustado o README.md,outro,geral
cisco,8d13b1b,2025-11-11,2025-W45,2025-11,Tuesday,Ajustado o README.md,outro,geral
cisco,a5816ff,2025-11-11,2025-W45,2025-11,Tuesday,Ajustado o README.md,outro,geral
cisco,4dd8e8e,2025-11-11,2025-W45,2025-11,Tuesday,Ajustado o README.md,outro,geral
cisco,11e4818,2025-11-07,2025-W44,2025-11,Friday,Ajustado o README.md,outro,geral
cisco,e2e6007,2025-11-06,2025-W44,2025-11,Thursday,Ajustado o README.md,outro,geral
cisco,2941932,2025-11-06,2025-W44,2025-11,Thursday,Ajustado o README.md,outro,geral
cisco,122d0e3,2025-11-05,2025-W44,2025-11,Wednesday,Ajustado o README.md,outro,geral
cisco,76ebf8c,2025-11-05,2025-W44,2025-11,Wednesday,Ajustado o README.md,outro,geral
cisco,d7aa5cd,2025-11-05,2025-W44,2025-11,Wednesday,Ajustado o README.md,outro,geral
cisco,4a89086,2025-11-05,2025-W44,2025-11,Wednesday,Ajustado o README.md,outro,geral
cisco,6a229bb,2025-11-05,2025-W44,2025-11,Wednesday,Ajustado o README.md,outro,geral
cisco,48b998d,2025-11-05,2025-W44,2025-11,Wednesday,Ajustado o README.md,outro,geral
cisco,20ae057,2025-11-05,2025-W44,2025-11,Wednesday,Adicionado a pasta 08 - Exemplo Pratico - Pim Sparse Mode com Bootstrap Router IETF,outro,geral
cisco,bde1668,2025-11-04,2025-W44,2025-11,Tuesday,Ajustado o README.md,outro,geral
cisco,8cb7d8f,2025-11-04,2025-W44,2025-11,Tuesday,Ajustado o README.md,outro,geral
cisco,64d04fd,2025-11-04,2025-W44,2025-11,Tuesday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,75f1643,2025-11-03,2025-W44,2025-11,Monday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,8c4644d,2025-11-03,2025-W44,2025-11,Monday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,e424ded,2025-11-03,2025-W44,2025-11,Monday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,818d942,2025-11-03,2025-W44,2025-11,Monday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,f699b4a,2025-11-03,2025-W44,2025-11,Monday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,b732673,2025-11-03,2025-W44,2025-11,Monday,Ajustado o README.md das pastas 06 e 07 - Ajuste de tpitulos,outro,geral
cisco,4e4f4de,2025-11-03,2025-W44,2025-11,Monday,Alterado o nome da pasta 06 para 06 - Exemplo Pratico - Pim Sparse Mode com RP manual,outro,geral
cisco,54c7754,2025-11-02,2025-W43,2025-11,Sunday,Alterado o README.md,outro,geral
cisco,ba35d9c,2025-11-02,2025-W43,2025-11,Sunday,Alterado o README.md,outro,geral
cisco,f26599e,2025-11-01,2025-W43,2025-11,Saturday,Alterado o README.md,outro,geral
cisco,9855f5f,2025-11-01,2025-W43,2025-11,Saturday,Alterado o README.md,outro,geral
cisco,921aa6a,2025-11-01,2025-W43,2025-11,Saturday,Alterado o README.md,outro,geral
cisco,6675dcb,2025-11-01,2025-W43,2025-11,Saturday,Alterado o README.md,outro,geral
cisco,97c278b,2025-11-01,2025-W43,2025-11,Saturday,Alterado o README.md,outro,geral
cisco,f12e466,2025-10-30,2025-W43,2025-10,Thursday,Alterado o README.md,outro,geral
cisco,5a6b451,2025-10-29,2025-W43,2025-10,Wednesday,Alterado o README.md,outro,geral
cisco,d73a708,2025-10-29,2025-W43,2025-10,Wednesday,Alterado o README.md,outro,geral
cisco,6bed9e1,2025-10-29,2025-W43,2025-10,Wednesday,Alterado o README.md,outro,geral
cisco,dcee803,2025-10-28,2025-W43,2025-10,Tuesday,Alterado o README.md,outro,geral
cisco,4bd4799,2025-10-27,2025-W43,2025-10,Monday,Adicionado a pasta 06 - Exemplo Pratico - Pim Sparse Mode,outro,geral
cisco,774dfe6,2025-10-18,2025-W41,2025-10,Saturday,Alteradoo Readme.md,outro,geral
cisco,b3f234e,2025-10-18,2025-W41,2025-10,Saturday,Alteradoo Readme.md,outro,geral
cisco,ed03e03,2025-10-18,2025-W41,2025-10,Saturday,Alteradoo Readme.md,outro,geral
cisco,2910a59,2025-10-18,2025-W41,2025-10,Saturday,Alteradoo Readme.md,outro,geral
cisco,436156b,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,02b71ad,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,4c6fc78,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,8a3bbd6,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,faa5d52,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,d8c3b14,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,d05822a,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,1fb78e0,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,428d74a,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,1810738,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,ff0d2c5,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,41f5575,2025-10-17,2025-W41,2025-10,Friday,Alteradoo Readme.md,outro,geral
cisco,e4331d9,2025-10-16,2025-W41,2025-10,Thursday,Alteradoo Readme.md,outro,geral
cisco,ce9870f,2025-10-16,2025-W41,2025-10,Thursday,Alteradoo Readme.md,outro,geral
cisco,5a7cf39,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,435f95c,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,293c750,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,414c1ec,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,ce42918,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,3142ccf,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,1087780,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,bda9609,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,36840d2,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,bb53735,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,46d2bc5,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,a9c8332,2025-10-14,2025-W41,2025-10,Tuesday,Alteradoo Readme.md,outro,geral
cisco,34428e6,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,595512d,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,a706756,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,9eda598,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,3a965e6,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,be9fb21,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,b5d8f32,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,14ade81,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,e915b0e,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,1a655f9,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,19add97,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,c3a3f35,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,a6d4eae,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,53a362e,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,02c52ff,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,2c81847,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,d4a227c,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,6c748db,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,4c91d45,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,10a91a9,2025-10-13,2025-W41,2025-10,Monday,Alteradoo Readme.md,outro,geral
cisco,bf06142,2025-10-12,2025-W40,2025-10,Sunday,Alteradoo Readme.md,outro,geral
cisco,794e378,2025-10-12,2025-W40,2025-10,Sunday,Alteradoo Readme.md,outro,geral
cisco,ffcf350,2025-10-12,2025-W40,2025-10,Sunday,Alteradoo Readme.md,outro,geral
cisco,6c1f8da,2025-10-12,2025-W40,2025-10,Sunday,Adicionado a pasta 05 - Exemplo Pratico - Pim Dense Mode,outro,geral
cisco,2d9bc0c,2025-09-03,2025-W35,2025-09,Wednesday,Corrigido erros técnicos de endereções na seção do Item 6,outro,geral
cisco,422dba6,2025-09-03,2025-W35,2025-09,Wednesday,Alterado o Readme.md,outro,geral
cisco,60ff0f3,2025-09-03,2025-W35,2025-09,Wednesday,Alterado o Readme.md,outro,geral
cisco,531aea7,2025-09-03,2025-W35,2025-09,Wednesday,Alterado o conteudo. Atualizao do bluprint comparacao de topicos atuaos x novos,outro,geral
cisco,ab01693,2025-09-03,2025-W35,2025-09,Wednesday,Alterado o conteudo. Atualizao do bluprint comparacao de topicos atuaos x novos,outro,geral
cisco,70610b1,2025-09-02,2025-W35,2025-09,Tuesday,Alterado o README.MD - Adicionado comandos práticos,outro,geral
cisco,b5e3bf6,2025-09-02,2025-W35,2025-09,Tuesday,Alterado o README.MD - Adicionado comandos práticos,outro,geral
cisco,a7c7fed,2025-09-02,2025-W35,2025-09,Tuesday,Separado o multicast em 3 pastas,outro,geral
cisco,13c3233,2025-09-02,2025-W35,2025-09,Tuesday,Separado o multicast em 3 pastas,outro,geral
cisco,b6606cf,2025-09-02,2025-W35,2025-09,Tuesday,Alterado o Readme.md,outro,geral
cisco,1b04014,2025-09-01,2025-W35,2025-09,Monday,Alterado o Readme - copia 1.md,outro,geral
cisco,9923009,2025-08-31,2025-W34,2025-08,Sunday,Adicionado comandos e verificações básicas,outro,geral
cisco,c7040a8,2025-08-31,2025-W34,2025-08,Sunday,Adicionado comandos e verificações básicas,outro,geral
cisco,743aa3f,2025-08-31,2025-W34,2025-08,Sunday,Adicionado comandos e verificações básicas,outro,geral
cisco,f1259e4,2025-08-31,2025-W34,2025-08,Sunday,Adicionado comandos e verificações básicas,outro,geral
cisco,5610fd3,2025-08-30,2025-W34,2025-08,Saturday,Dividido o Readme.md em 03 partes,outro,geral
cisco,5735cc9,2025-08-30,2025-W34,2025-08,Saturday,Dividido o Readme.md em 03 partes,outro,geral
cisco,2fb12bf,2025-08-29,2025-W34,2025-08,Friday,Alterado o Readme.md,outro,geral
cisco,1724539,2025-08-29,2025-W34,2025-08,Friday,Alterado o Readme.md,outro,geral
cisco,3268046,2025-08-28,2025-W34,2025-08,Thursday,Alterado o Readme.md,outro,geral
cisco,6aeae60,2025-08-28,2025-W34,2025-08,Thursday,Alterado o Readme.md,outro,geral
cisco,ac12a19,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,4ed389c,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,13c98a7,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,27dfdb5,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,df3370c,2025-08-27,2025-W34,2025-08,Wednesday,Adicionado a pasta 04 - Pim - Rendezvouz Points.,outro,geral
cisco,23e328f,2025-08-27,2025-W34,2025-08,Wednesday,Adicionado a pasta 04 - Pim - Rendezvouz Points.,outro,geral
cisco,4ede833,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,3d9b287,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,997838a,2025-08-27,2025-W34,2025-08,Wednesday,Alterado o Readme.md,outro,geral
cisco,cc83371,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,986b296,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,42c7d53,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,e5680fc,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,15c1e3d,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,293d98d,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,2d48a77,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,0403959,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,8522f4d,2025-08-26,2025-W34,2025-08,Tuesday,Alterado o Readme.md,outro,geral
cisco,d082e4e,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,55d8773,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,c3bded8,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,9e3bd89,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,684effe,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,5bdfe48,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,a94e60d,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,5e26217,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,dc7c500,2025-08-25,2025-W34,2025-08,Monday,Alterado o Readme.md,outro,geral
cisco,471b155,2025-08-24,2025-W33,2025-08,Sunday,Alterado o Readme.md,outro,geral
cisco,e37372a,2025-08-24,2025-W33,2025-08,Sunday,Alterado o Readme.md,outro,geral
cisco,8c9c038,2025-08-24,2025-W33,2025-08,Sunday,Alterado o Readme.md,outro,geral
cisco,a45e438,2025-08-24,2025-W33,2025-08,Sunday,Adicionado a pasta 03 PIM,outro,geral
cisco,800ca11,2025-08-24,2025-W33,2025-08,Sunday,Adicionado a pasta 03 PIM,outro,geral
cisco,4cb6eb3,2025-08-24,2025-W33,2025-08,Sunday,Adicionado a pasta 03 PIM,outro,geral
cisco,d00ba19,2025-08-24,2025-W33,2025-08,Sunday,Adicionado a pasta 03 PIM,outro,geral
cisco,1e76674,2025-08-24,2025-W33,2025-08,Sunday,Adicionado a pasta 03 PIM,outro,geral
cisco,f40478f,2025-08-22,2025-W33,2025-08,Friday,Alterado o Readme.md,outro,geral
cisco,d93bc90,2025-08-22,2025-W33,2025-08,Friday,Alterado o Readme.md,outro,geral
